time,title,location,view
2017-11-30,구조문의합니다,양산시 평산동,10
2017-11-29,구할방법좀 알려주세요,경기도 파주시,13
2017-11-29,새끼고양이 구조요청,인천,20
2017-11-29,저희 아파트 단지내에 고양이 가족 어미 새끼4마리 문의입니다,서울 강동구,18
2017-11-29,사고난 고양이 도와주세요,창원시 진해구,21
2017-11-29,사고 부상당한 고양이의 구조 문의 드립니다,파주시 통일동산,9
2017-11-28,급해요 도와주세요,강서구 방화동,21
2017-11-28,대구 동성아트홀 고양이 구조 문의,대구시 중구,11
2017-11-28,홍대 길고양이 구조요청드립니다,홍대 상상마당,29
2017-11-28,인천 맨홀에 빠진 고양이 구조후 치료중입니다 임보처가 절실해요 ㅠㅠ,인천 부평,13
2017-11-27,구조 하는법알려주세요,서울 특별시강,16
2017-11-27,구조요청합니다,서울시 종로구,11
2017-11-26,고발접수,신림동,26
2017-11-25,거제에 피흘리는 아이가 있대요,거제 율포분교,19
2017-11-24,고양시일산동구 길고양이,일산동구 백석동,17
2017-11-24,도산공원에 품종묘 고양이 구조문의,서울시 신사동,20
2017-11-24,구조문의드려요,군산시 나운동,12
2017-11-24,구조요청 합니다,서울,1
2017-11-24,죽을뻔한 고양이를 무작정 집으로 데리고 왔는데 도움이 필요합니다,대구시 북구,37
2017-11-23,구조 방법 문의,마포구 합정동,10
2017-11-23,지붕에 들어와서 사는 냥이,인천,18
2017-11-21,형제 길냥이 넷,창원시 진해구,15
2017-11-21,길냥이가많이 아파요,경기도 광명시,26
2017-11-21,길고양이 중성화,인천 서구 가좌동,9
2017-11-21,저희아파트 지하에 돌아다니는 고양이 좀 구조해 주세요,서울시 구로구,21
2017-11-20,포획,경기도 동두천,2
2017-11-20,다친 아기가 꼼짝을 못하고 있어요,대구 수성구,18
2017-11-20,새끼고양이 제발 구조해주세요,기흥구 신갈동,24
2017-11-18,어미 없는 아기 고양이,창원시 마산합,22
2017-11-17,통덫 주말에도 신청 및 수령이 가능한가요,서울 왕십리,16
2017-11-17,통덫배송기간요,서울시 건대역,15
2017-11-17,교통사고로 다리 다친 길냥이 구조요청드립니다 ㅜㅜ,경남 진주시,23
2017-11-17,건대역4번출구위쪽옆계단아래,서울시 건대역,15
2017-11-16,길 고양이 구조 요청합니다,군포시 당동,1
2017-11-16,우리고양이좀 찾아주세요,경기도 남양주,15
2017-11-16,목에 방울달린 고양이 구조 문의,광주 광산구,13
2017-11-16,옥상에 아기고양이 구조문의,서울 강서,19
2017-11-15,새끼 고양이 아파트 지하,서울 송파구,21
2017-11-15,다친 고양이 구조문의,관악구 봉천동,8
2017-11-14,길냥이 구조문의 임보 임양 문의드립니다,서울 은평구,18
2017-11-14,아픈고양이구조,창원,16
2017-11-14,문의드립니다,서울시 영등포,1
2017-11-13,광명전통시장 내 2층에 새끼고양이가 갖여있는듯 합니다,경기 광명,1
2017-11-12,수직 배수로에 빠진 고양이 구조,일산 동구 중산동,14
2017-11-12,고양이구조 급합니다,경기 군포시,20
2017-11-11,길양이 구조,인천 옥련동,16
2017-11-10,몸이아픈 어미묘와 아기냥4마리 구조지원 부탁드려요,대구 이곡동,17
2017-11-10,허피스에 걸린 냥이를 같이 구조해주실분 계신가요 치료지원신청은 해놓았습니다,서울시 양재2동,20
2017-11-09,통덫까지구입해서 구조는했는데,서울창동,34
2017-11-09,아파트 지하주차장 아깽이 구조부탁드립니다ㅠㅠ,인천 서구 검단,17
2017-11-08,다리다친 길고양이 구조문의 드립니다,평택,9
2017-11-08,안녕하세요 문의드립니다,경기 용인시,14
2017-11-07,길고양이 tnr 문의합니다,전남 무안군 남악,10
2017-11-07,길고양이어미와 애기들 구조를 요청드립니다,경기도 안양시,19
2017-11-07,새끼고양이,서울 강서구,8
2017-11-06,천장위에새끼고양이,서대문구,12
2017-11-06,아파보이는 어미고양이와 새끼고양이가 있습니다,서울,13
2017-11-06,통덫,용인시 동천동,13
2017-11-05,다친고양이 2마리 구조해주세요ㅠ,청주시 청원구,14
2017-11-03,품종냥이 구조관련하여 문의드립니다,경남 산청,6
2017-11-03,완전새끼고양이2마리구조요청입니다,장충단로8길59 10,24
2017-11-03,고양이 구조 문의합니다,경기도 오산,1
2017-11-02,구조문의합니다 ㅠㅠ,수안보 옥천호텔,18
2017-11-02,새끼 고양이 도와주세요,아현동 마포,22
2017-11-01,항문이 나와있는 고양이예요ㅜㅜ,대전중구대흥동,15
2017-11-01,맨홀에 아기고양이가 갇혀 있어요 ㅠㅠ,인천 부평,20
2017-11-01,경기도 이천시 2달가량 된 고양이가 뒷다리를 심하게 다친채로 있습니다,이천시 장호원읍,12
2017-11-01,티엔알하기 위해 통덫에 있는 시간이 몇시간이 적절한지 알고 싶습니다,서울 동대문구,13
2017-10-31,구조 도와주세요ㅜㅜ,경기도 안산,26
2017-10-30,어제 광명시에서 벽에 갇힌 고양이 글 올렸던 사람입니다 구조했습니다,광명시,22
2017-10-30,보증금 문의,강북구 삼각,11
2017-10-30,제가 직접 통덫을 구매하였습니다 tnr절차 글쓰기가 안되어서요,마포,22
2017-10-30,구조요청합니다,인천광역시 연,11
2017-10-30,동물병원 구조요청 문의,성북구 넬동물,5
2017-10-29,광명시 벽사이에 새끼고양이가 갇혔습니다,광명시,18
2017-10-28,도봉구 창동 파스쿠찌 2층 메가박스 아기 고양이 구조요청,도봉구 창동,17
2017-10-28,통덫문의,강북구 삼각,1
2017-10-27,TNR시 통덫대여 궁금해서 문의드립니다,서울 도봉동,30
2017-10-26,문의드립니다,대구,10
2017-10-26,작은 고양이가 건물들 사이 깊은 틈에서 며칠째 못올라오고 있어요 제발 도와주세요,서울 동작구,41
2017-10-26,대치동 고양이들좀 구해주세요,서울시 강남구,33
2017-10-25,서울시 노량진 우리은행 앞 새끼고양이 2마리 구조해 주세요,서울시 동작구,23
2017-10-25,맨홀에 빠진 새끼 고양이,경기도 화성시,30
2017-10-25,아기고양이 부산 임시보호처 알수있을까요,부산,11
2017-10-24,집에 고양이가들어왓어요,제주도 제주시,25
2017-10-24,수원시 영통구 원천동 아기냥,수원시 영통구,10
2017-10-24,아기고양이가 일주일째 빌라 난간에서 내려오지못하고 울고있어요,서울시 관악,24
2017-10-24,독극물부검문의,하남,20
2017-10-23,개인사비로 통덫을 구입했습니다,마포,2
2017-10-21,서울시 동대문구 휘경동 286 329번지 근처 시멘트에 매립된 pvc배수관에 아기고양이가 갇혀있어요,서울특별시 동,33
2017-10-20,다리저는 아이 구조도움이나 통덫대여,인천 남동구,16
2017-10-20,서초구 반포동 상처가 많은 애기냥이,서울시 서초구,22
2017-10-20,경기 하남 창고에 새끼고양이가 있습니다,경기도 하남시,20
2017-10-20,통덫신청 문의좀 드려요 구조문의요,인천계양구,2
2017-10-19,하수구에 갇힌 아이 도와주세요 뒷다리를 못쓰는 아이에요,창원시 마산회,24
2017-10-19,구해주세요,천안 목천,14
2017-10-19,신형통덫과 철제통덫 문의,인천계양구,10
2017-10-19,구조요청합니다ㅠ,경기도부천시,27
2017-10-18,급합니다 고양이가 의자 통 안에 갇혀있습니다,동탄,18
2017-10-18,구내염 고양이 구조문의,서울 송파구,1
2017-10-18,급합니다 도와주세요,천안 두정동,21
2017-10-17,저희집 앞에 아기길냥이 있는데 어떻게 해야 하나요,수원 아주대,23
2017-10-17,tnr관련 문의드립니다,경기도 이천시,1
2017-10-16,혼자서 우는 새끼길고양이 질문합니다,인천,21
2017-10-16,구조요청합니다,제주도 제주시,14
2017-10-16,구조 부탁드립니다,인천 계산동,11
2017-10-16,집고양이같은 길고양이를 발견했어요,경기도 하남시,15
2017-10-16,부산시 구포동 저희아기를다시찾고싶습니다ㅜㅜ,부산시 구포동,17
2017-10-15,구조 요청드립니다,과천시 화훼,18
2017-10-15,구조 요청드립니다,과천시 화훼,14
2017-10-15,구조요청드립니다,서울시 성북구,14
2017-10-15,통덫대여문의,도봉구,1
2017-10-14,구내염 아기 구조및 치료,영등포구,8
2017-10-14,구내염 아기 구조및 치료,영등포구,5
2017-10-14,위험한 곳에 있는 고양이입니다 도와주세요,서울시 노원구,1
2017-10-14,위험한 곳에 있는 고양이입니다 다른 사진을 한장 더 올립니다,서울시 노원구,1
2017-10-14,구조 요청합니다 아기고양이가 돌틈사이에 갇힌것같아요,용인 수원 경,17
2017-10-14,고양이 구조 요청,경상남도 창원,11
2017-10-14,통덫대여문의,경기도 양주시,1
2017-10-13,구내염이 급격히 악화되고 있는 아이의 구조를 부탁드립니다,노원구,1
2017-10-13,구조요청합니다,강원도 속초시,9
2017-10-13,대구 율하동 길냥이구조시급합니다,대구 동구 율하동,15
2017-10-12,다리뼈가 부러져있어요,서울 신당동,11
2017-10-12,다리뼈가 부러져있어요,서울 신당동,7
2017-10-12,길냥이들 구조 및 입양부탁드립니다,충남 아산시,9
2017-10-12,구조문의 드립니다,서울 노원구,4
2017-10-11,상처난 아기고양이 구조문의드려요,인천시 연수구,14
2017-10-11,페르시안 고양이,경상남도 산청군,10
2017-10-11,경기도 성남시 상대원동 큰 건물인데 비상계단 5층에 뜬금없이 고양이가 있어요,경기도 성남시,16
2017-10-11,길고양이 구조원합니다,전남 보성군,15
2017-10-11,길고양이 구조원합니다,전남 보성군,15
2017-10-11,확인부탁드려요,서울 도봉구,1
2017-10-11,구조문의,사북읍,11
2017-10-10,급해여 곧 죽을거 같은 냥이 구조요청합니다,산천동 한강타,18
2017-10-10,길냥이 구조문의입니다,인천 남동구,10
2017-10-10,플라스틱 홈통에 갇힌듯합니다,인천 남구 주,10
2017-10-10,구조요청드립니다,경기도 안양,10
2017-10-10,구조원합니다,중구 봉래동2가,11
2017-10-09,살이 여러군데 다 찢어지고 벌어져서 뼈와 속이 훤히 보이는 길고양이 구조요청 드립니다,대전 서구 월평동,24
2017-10-08,서울 관악구 주차타워에 갇힌 새끼 고양이,서울 관악구,10
2017-10-08,인천계양구임학동 구내염냥이포획 꼭좀도와주세요 ㅠㅠ,인천 계양구임,14
2017-10-08,천장 새끼고양이,서울 영등포구,14
2017-10-07,서울 강서구 등촌동 고양이가 쓰러져있어요,강서구 등촌동,16
2017-10-07,길냥이가족,서울강남,22
2017-10-07,은평구 대조동시장 애기냥 2마리가 울고있어요,서울시 은평구,17
2017-10-06,길고양이 새끼5마리,서울 영등포구,22
2017-10-05,지역 광주광역시 북구 용봉동 교통사고 의심되는 길고양이 구조 문의 글 남깁니다,광주광역시,13
2017-10-04,지역 성북 아기고양이가 삼일째 방치중이예요,성북,20
2017-10-03,지역 전남 곡성군,전남 곡성군,5
2017-10-03,지역 안양 길고양이가 옆집 대문에 끼였어요ㅜㅜ,,27
2017-10-03,지역 경기도 하남시,,12
2017-10-02,지역 서울 사당동 이곳이 보호협회,서울 사당동,13
2017-10-02,지역 대구남구대명동,,15
2017-10-01,지역 서울 서대문구 홍대입구역 근처 아파트 하수도관에 아기고양이가 갇혀있어요 ㅠ,서울 서대문구,37
2017-10-01,지역 서울 길고양이 보호시설 문의,서울,6
2017-09-30,지역 청주시 서원구 사창동 뒷다리가 부러진 고양이,청주시 서원구,27
2017-09-30,지역 서울 관악구 청룡동 하수구에 갇힌 새끼 길냥이 ㅠ,서울 관악구,28
2017-09-30,지역 인천 이사를 가야하는데 돌보던 냥이가 새끼를 낳았어요,인천,22
2017-09-30,지역 인천,인천,8
2017-09-30,지역 서울시 영등포구 신길동,서울시 영등,12
2017-09-30,지역 경기도 고양시 일산서구 새끼 길냥이 급하게 구조 부탁드려요,경기도 고양,15
2017-09-30,지역 경북 문경시,경북 문경시,7
2017-09-30,지역 인천 남구,,16
2017-09-29,지역 대구 남구 대명동 도와주세요,대구 남구 대,22
2017-09-29,지역 군산 새끼 고양이 뒷다리 골절로 보입니다,군산,18
2017-09-28,금천구 가산동 현대시티아울렛,,3
2017-09-28,지역 서울강서화곡동,,23
2017-09-28,지역 경기안산 새끼 길고양이 3마리 구조해주세요,경기안산,27
2017-09-28,지역 대구광역시 달성군 가창면 길고양이가 출산을 하였는데 5마리중 4마리가 오소리떼에게 잡아먹혔습니다,대구광역시,26
2017-09-28,지역 인천 남동구 서창동,인천 남,18
2017-09-27,지역 서울 양천구 신월동 벽 구멍애서 못나오고 있는 고양이 구조 요청합니다 ㅡ,서울 양천구,16
2017-09-27,지역 서울 용산구 한남동 임신중으로 추정되는 고양이를 돌보는 중입니다,서울 용산구,4
2017-09-27,지역 수원 화서동 아픈새끼 두고 어미가 거처를 옮겻어요,수원 화서동,27
2017-09-27,지역 군포산본동,군포산본동,8
2017-09-27,지역,,12
2017-09-27,지역 충남 천안,충남 천안,2
2017-09-27,지역 충남 천안 쌍용동,충남 천안,4
2017-09-27,지역 충남 천안 쌍용동,충남 천안 쌍,3
2017-09-27,지역 서울 은평구 진관동,,13
2017-09-27,지역 고양 북삼송 아기고양이 구조,고양 북삼송,35
2017-09-26,지역 인천시 계양구 계산동 고양이 한마리가 다리가 부러진거 같습니다,인천시 계양,19
2017-09-26,지역 서울 광진구 구의동 급합니다 고양이를 도와주세요,서울 광진구,28
2017-09-26,지역 강북 미아 도와주세요,강북 미아,26
2017-09-26,군포시산본동 길고양이 어미가 초산 산통중입니다,군포시산본동,9
2017-09-25,지역 경기 양주 덕정 아래에 구조문의했던 지하주차장에 있던 새끼냥이들이 엔진룸에 들어갔어요,경기 양주 덕정,15
2017-09-25,지역 충남 천안 길고양이가 개한테 물린 것 같아요,충남 천안,17
2017-09-25,지역 서울시 강서구 등촌동,서울시 강서,13
2017-09-25,지역 경기 양주 덕정 지하주차장의 어미와 새끼를 구조하고싶어요 ㅜㅜ 벌써 새끼 한마리가 사고로 그만 ㅠㅠ,경기 양주 덕정,18
2017-09-24,지역 인천 남구 새끼고양이 구조,인천 남구,25
2017-09-24,지역 서울시 강서구 등촌동 갈비뼈가 훤히보이는 냥이가 새끼를 낳았어요,,17
2017-09-23,지역수원시 세류동 집뒤에 고양이가 새끼를낳았는데,수원시 세류동,19
2017-09-23,지역 서울,,7
2017-09-23,지역 창원시 소계동,,19
2017-09-23,지역 경북 경주시 애기길냥이가 지붕에올라가서 못내려오고있어요,경북 경주시,16
2017-09-23,지역 경기도 이천,,4
2017-09-22,지역 신설동,신설동,8
2017-09-22,지역 하남감북 건물이 생기게 되면 아이들이 밥 먹을곳이 없어집니다,하남감북,20
2017-09-21,지역 경기도 수원시 율전동,경기도 수원시,8
2017-09-21,지역 금천구 시흥5동 교통 사고 난 후 숨어버린 길냥이,금천구 시흥5동,19
2017-09-21,지역 충북 고양이,충북,3
2017-09-20,지역 창원 소답동,창원 소답동,13
2017-09-20,지역 서울 어미고양이와 새끼고양이들 구조,서울,2
2017-09-20,지역 대구 북구 사수동 옆 시골 마을,대구 북구 사,18
2017-09-20,지역 서울시 도봉구 tnr 문의 드려요,서울시 도봉구,3
2017-09-20,지역 수원 눈뜬지 얼마 안된 고양이 4일째 방치중입니다,수원,28
2017-09-20,지역 용인 죽전 고가도로 아래에 갇힌 고양이 답변 부탁드려요,용인 죽전,12
2017-09-20,지역 용인 죽전 고가도로 아래에 갇힌 고양이 답변 부탁드립니다,용인 죽전,8
2017-09-20,지역 서울시 관악구 행운동 다리다친 길고양이 구조요청합니다,서울시 관악,20
2017-09-19,지역 부산 동대신동 동아대병원후문,부산 동대신,20
2017-09-18,지역 경남 거제도 아기고양이 구조요청,경남 거제도,2
2017-09-18,지역 관악구 신림동 옆집 옥상에서 어린고양이가 울고있어요,관악구 신림동,3
2017-09-18,지역 인천부평구총ㅣ청천동,,14
2017-09-18,지역 곽압그,곽압그,8
2017-09-18,지역 관악근 ㅅㄱㄴ,관악근 ㅅㄱㄴ,9
2017-09-18,지역 서울시 노원구 상계3 4동 가끔 밥 주는 길고양이 상태가 심각해서 구조 문의합니다,서울시 노원구,27
2017-09-18,지역 부산 동구 좌천동,,9
2017-09-18,지역 경기 용인 죽전 고가 도로 아래에 고양이 어떻게 구조해야하나요,경기 용인,28
2017-09-17,지역 서울 송파입니다,,12
2017-09-17,지역 울산 어미 고양이가 아기를 너무 자주 낳아서 중성화를 해주고 싶습니다,울산,5
2017-09-17,지역 부산 문현동 지하주차장 고양이 구조 바랍니다,,21
2017-09-17,지역 부산 문현동 지하주차장 고양이 구조 바랍니다,,7
2017-09-17,지역 이태원동,,7
2017-09-17,지역 창원시 진해구 다리가 부러져서 못움직이는 고양이가 있어요,창원시 진,9
2017-09-16,지역 서울 임신한 어미냥이인데 젖이 안나오는 것 같아요 어떻게 도움을 줄 수 있을까요,서울,18
2017-09-16,지역 서울 송파 너무 심각한 길고양이 주조요청 합니다,서울 송파,41
2017-09-16,지역 성북구한성대3번출구 keb하나은행주차장 아픈 길냥이,성북구한성대3,16
2017-09-16,지역 부산시 남구 대연동 페르시안 고양이,,13
2017-09-16,지역,,9
2017-09-15,지역 대전 동구 길고양이가 탈진해서 움직이지 못하고 있어요,대전 동구,30
2017-09-15,지역 서울시 은평구 응암3동,,24
2017-09-14,지역 대구 상인동 한 아이를 살려주세요,대구 상인동,25
2017-09-14,광주 광역시 북구 두암동,,11
2017-09-14,지역 광주광역시 북구 두암동,,10
2017-09-14,지역 서울 관악구 신림동 이쪽 일이있어서 보러왔는데 고양이가 너무아파보여요 발이썩은거같아요,서울 관악구,30
2017-09-14,지역 경기도 화성시 향남읍,경기도 화성,16
2017-09-14,송파구 문정동 지역,송파구 문정동,9
2017-09-13,지역 서울강남구,,3
2017-09-13,지역 서울 노원구 상계1동 1313번지 수락리버시티 4단지,,34
2017-09-13,지역 서울 종로구 청운동입니다,서울 종로구,18
2017-09-13,지역 한성대 입구 3번출구 골목 keb 하나은행 주차장,,14
2017-09-12,지역 부산 영주동 뼈밖에 안남은 노란색 치즈 새끼고양이 구조요청,부산 영주동,28
2017-09-12,지역 분당구 서현동 아기 고양이,분당구 서,33
2017-09-12,지역 서울시 도봉구 문의 드립니다,서울시 도봉구,4
2017-09-12,지역 서울시 서초구,서울시 서,25
2017-09-12,지역 대구 산격동 고양이 가족 구조 문의 드려요,대구 산격동,29
2017-09-12,지역 평택 가재동 창고에 길고양이가 있는데 주인이 문을 잠궜어요,평택 가재동,26
2017-09-12,지역 충북 음성군 삼성면 귀 뒷쪽에 개한테 물려 찢어졌어요 겉피부가 덜렁거려 속안이 다 보여요,충북 음성군,12
2017-09-12,지역 충북 음성군 삼성면,충북 음성군,8
2017-09-11,지역 경기도 시흥시 매화동 길고양이 꼬리 쪽 피부가 벗겨져서 구조가 필요합니다,경기도 시흥,11
2017-09-11,지역 서울 영등포구,서울 영등,32
2017-09-11,지역 경기도 시흥시 매화동 고양이 꼬리 쪽 살이 다 벗겨져서 구조 요청합니다,경기도 시흥,8
2017-09-11,지역 서울,,14
2017-09-11,지역 서울,,4
2017-09-11,지역,,6
2017-09-11,지역 수원시 영통구 이의동 대학4로17 에이스광교타워 지하1층 주차장,수원시 영통구,14
2017-09-11,지역 부산강서구 길고양이가 저희 공장안에 새끼를 낳았어요,부산강서구,22
2017-09-11,지역 경남 의령 출산한 고양이 tnr 문의,경남 의령,14
2017-09-11,지역 서울 동대문 신설동 입에 꼬챙이가 박힌 길고양이가 있어요,서울 동대문,40
2017-09-10,지역 서울 하늘공원근처,,4
2017-09-10,지역 성동구 삼부아파트 길고양이 구조 문의합니다,성동구 삼부,16
2017-09-10,지역 충남 천안시 도와주세요,충남 천안시,5
2017-09-10,구 지역 군포시 수리동,구,5
2017-09-09,지역 동두천 하봉암동 티클라우드 골프장내 아기고양이 구조,,8
2017-09-09,지역 부산 송도해수욕장 새끼고양이 문의,,16
2017-09-09,지역 강원도 원주시,강원도 원주,7
2017-09-09,지역 창원 성산구 유니온빌리지 생후 20일정도 되는 애기고양이5마리입니다,창원 성산구,11
2017-09-08,지역 안산 밑에글 사진추가 합니다,안산,2
2017-09-08,지역 경기도 안산 급히 문의드려요,경기도 안산,3
2017-09-08,지역 경기도 고양시 아파보이는 냥이 구조부탁드립니다,경기도 고양시,20
2017-09-08,지역 경남 김해시 환풍구 밑으로 들어가 나오지못하는 고양이를 구해주세요,경남 김해시,9
2017-09-08,지역 서울 중랑구 구조문의 드립니다,서울 중랑구,15
2017-09-08,지역 부산 새끼 길고양이가 거의 1주일째 아무것도 못먹고 숨어서 울고만 있어요,부산,32
2017-09-07,지역 서울 노원구 상계1동 1313번지 수락리버시티 4단지,,11
2017-09-07,지역 경남 김해시 환풍구 밑으로 들어가 나오지못하는 고양이를 구해주세요,경남 김해시,16
2017-09-07,지역 경기도 용인시 새끼고양이가 토를 하고 기운없이 누워만있습니다,경기도 용인시,14
2017-09-07,지역 서울 마포구 서교동 400 15,서울 마포구,11
2017-09-07,지역 경기도 광명시 이케아 지하 수풀에 빠진 아기 고양이 구조 부탁드립니다,경기도 광,19
2017-09-07,지역 경기도 광명시 이케아 출입구 회전문 왼쪽에 깊게 파져있는 공간에 길고양이 검정색 가 빠져있습니다,경기도 광명시,17
2017-09-07,지역 화성시 정남면 뒷다리 다친 암컷 길고양이 보호중입니다,화성시 정,12
2017-09-07,지역 용인 회사에 길고양이들이 많아 고민입니다,용인,3
2017-09-07,지역 사진올려요 밑에구조글에 못올려서요,,14
2017-09-07,지역 부산 전포동 검은고양이 구조 해주시면안될까요,,38
2017-09-06,지역 서울 구조문의 드립니다,서울,4
2017-09-06,지역 인천 구조 문의드려요,인천,19
2017-09-06,지역 은평구 역촌동,은평구 역촌동,13
2017-09-06,지역 서울 북가좌동 구조부탁드립니다,서울 북가좌동,4
2017-09-06,지역 강동구 길동 입니다 아침에보니 창고앞에길고양이가 세끼4마리 낳았어요 구청에서 조치할수 없답니다,,23
2017-09-06,지역,,3
2017-09-06,지역 부산 강서구 명지 사진 첨부합니다,부산 강서구 명지,3
2017-09-06,지역 부산시 강서구 명지동 5일째 마트 건물 지붕에서 울고 있는 새끼 고양이를 도와주세요,부산시 강서구,11
2017-09-05,지역 서울시 강북구 하지 마비상태로 보이는 고양이 구조 부탁드려요,서울시 강북구,21
2017-09-04,지역 서울 저희집 건물 폐창고에 고양이 가족 3마리 구조해주세요,서울,13
2017-09-04,지역 서울 성북 고양이 좀 구해주세요,서울 성북,29
2017-09-04,지역 동대문구 제기동,동대문구 제기동,12
2017-09-04,지역 대구 북구 동호동 경북농업기술원 작물육종과,대구 북구 동,9
2017-09-04,지역 광명시 하안동 주공 13단지 아파트 아기 냥이 두 마리 구조 요청 드립니다,광명시 하안동,2
2017-09-03,지역 인천 급합니다,인천,22
2017-09-03,지역 전주 전주시 중노송동 주민센터 부근,전주,7
2017-09-02,지역 경기도 오산 뒷다리 다친 새끼 고양이 구조부탁드립니다,경기도 오산,6
2017-09-02,지역,,6
2017-09-02,지역 구미 구평동 8단지앞,,14
2017-09-02,지역 구미시 구평동 부영8단지 공원,,15
2017-09-02,지역 강동구 성내동 페르시안 고양이 구조 문의드려요,,4
2017-09-01,지역 수원시 장안구 파장동,,19
2017-09-01,지역 대구시 중구,,18
2017-09-01,지역 서울시 성수일로3길 6 10 인근 조양교회 인근 3개월 정도 된 세끼고양이 구조가 필요합니다 왼쪽다리 끌고다님 사료를 물에 불려서 줘도 먹지 않음,서울시,7
2017-09-01,지역 경기도 용인시 수지구 죽전1동 눈상태도 나쁘고 침도 많이 흐리고 움직임도 거의 없는 고양이 도와주세요,경기도 용인,15
2017-08-31,지역 용인시 수지구 죽전동,용인시 수지,9
2017-08-31,지역 용인시 죽전동,용인시 죽전동,9
2017-08-31,지역 청주 도로변 하수구안에 고양이가 있어요,,20
2017-08-31,지역 경기도 화성시 와우리,,9
2017-08-31,지역 경남 김해 아기 고양이 뒷다리 마비,경남 김해,16
2017-08-31,지역 경기도 부천시 송내동 통덫 대여 요청,경기도 부천,6
2017-08-30,지역 안산 길고양이 구조요청,안산,26
2017-08-30,지역 대구남구대명동,,21
2017-08-30,지역 경상남도 김해시 명법동 금관대로 840 고양이가 뒷다리를 다쳐습니다,경상남도 김,16
2017-08-30,지역 대구남구,,15
2017-08-30,지역 대구 버려진 길양이를 보호 중 입니다,대구,2
2017-08-30,지역 대전 새끼 길냥이 구조,대전,5
2017-08-29,지역 서울 동작구 사당 고양이 2마리가 있는데 형제인지 무늬가 똑같습니다 그중 한마리가 심각하게 침을 흘리고 눈상태도 그리고 좋은거 같지 않습니다,서울 동작구,18
2017-08-29,지역 경기도 수원시 장안구 송죽동 새끼고양이 못움직임,경기도 수,17
2017-08-28,지역 경북 의성 어미고양이 새끼고양이 7마리 보호중입니다,경북 의성,22
2017-08-28,지역 포항 가벼운 새끼 고양이는 어떻게 포획할까요,포항,27
2017-08-28,지역 서울 용산구 남산 후암약수터 공원에 사는 어미없는 새끼 고양이 3마리를 구조하고싶어요,서울 용산구,16
2017-08-28,지역 영등포구신길동 새끼고양이가 벽안에 갇힌거같아요,영등포구신길,7
2017-08-27,지역 대전 1년째 돌아다니던 유기고양이같은데 병이들어아파보여요 근데 새끼가잇어요,대전,22
2017-08-27,지역 서울시 마포구 망원2동 길냥이들이 저희집 앞에서 새끼를 4마리나 낳았어요,서울시 마포,2
2017-08-26,지역 경기도 의정부 호원동 왕도매식자재마트 주차장 031 876 9000,,23
2017-08-25,지역 서울 길음동 사람을 잘 따르는 고양이 구조,서울 길음동,25
2017-08-25,지역 서울,,16
2017-08-25,지역 경주시 외동읍 소재 시급한 구조가 필요해보입니다,,23
2017-08-25,지역 서울 양천구 목동,,19
2017-08-25,지역,,9
2017-08-25,지역 영등포구 도림동 몸에 플라스틱 끈이 묶여 있는 아가에요 너무 말라가고 있어서 구조가 절실합니다 ㅠ ㅠ,영등포구 도,37
2017-08-25,지역 영등포구 도림동 몸에 플라스틱 끈이 묶여 있는 아가에요 너무 말라가고 있어서 구조가 절실합니다 ㅠ ㅠ,영등포구 도,13
2017-08-25,지역 영등포구 도림동 몸에 플라스틱 끈이 묶여 있는 아가에요 너무 말라가고 있어서 구조가 절실합니다 ㅠ ㅠ,영등포구 도,15
2017-08-24,지역 부산,부산,10
2017-08-24,지역 서울 관악구 조원동 고양이가 침을 흘리고 ㅠㅠ 동공이 투명해요,서울 관악구,23
2017-08-24,지역 서울 중구 신당동 오른쪽 앞다리 다친 길고양이가 있어요,서울 중구 신,20
2017-08-24,지역 용산구,용산구,6
2017-08-24,지역 대전 길고양이 새끼가 바짝 말라서 언제 죽을지 모르겠어요,대전,17
2017-08-24,일산 고양시 텃밭고양이 다시 질문이요,일산 고양시,9
2017-08-24,지역 경기도 새끼 길고양이가 다쳐있어요,경기도,4
2017-08-24,지역 경기도 새끼 길고양이가 다쳐있어요,경기도,12
2017-08-24,지역 경기도 새끼 길고양이가 다쳐있어요,경기도,18
2017-08-24,지역 서울강남,,4
2017-08-23,지역 서울신정동,서울신정동,17
2017-08-23,지역 경기도 고양시 텃밭애서3개뤌된 고양이가 혼자 있어요 어떻개 구조할지,경기도 고양,32
2017-08-22,지역 서울 유기묘를 보호하고있는데 어떻게 해야하나요,서울,23
2017-08-22,지역 경기도 부천시 길고양이가 눈을 다쳤습니다,경기도 부천시,16
2017-08-22,지역 천안시,천안시,14
2017-08-22,지역 천안,천안,12
2017-08-22,지역 서울 구로구 새끼냥이를 구조해주세요,서울 구로구,27
2017-08-22,지역 영천 주말에 만나 냥이,영천,12
2017-08-21,지역 서울 학대로 인해 심하게 다쳤는데 잡히지 않는 고양이 어떻게 해야할까요,서울,5
2017-08-21,지역 인천 어미고양이와 새끼고양아 두마리 구조가 시급합니다,인천,18
2017-08-21,지역 여주 여주거주하는데 tnr 신청이되나요,여주,14
2017-08-21,지역 서울 반포,서울 반포,9
2017-08-21,지역,,17
2017-08-21,지역 서울 구조한 아기 고양이 4마리를 보호하고 있습니다,서울,31
2017-08-21,지역 서대문구 홍은중학교 부근 구내염으로 아파하는 검은 고양이가 있어요,서대문구 홍은,18
